atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_inhaleaerosol,DDD_inhalepowder,DDD_inhalesolution,DDD_instillsolution,DDD_N,DDD_O,DDD_P,DDD_R,unit_inhaleaerosol,unit_inhalepowder,unit_inhalesolution,unit_instillsolution,unit_N,unit_O,unit_P,unit_R
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC06,hexoprenaline,NA,1.5,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC07,isoetarine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC08,pirbuterol,NA,1.2,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC09,tretoquinol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC10,carbuterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC11,tulobuterol,NA,1.6,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC12,salmeterol,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC13,formoterol,NA,24,24,NA,NA,NA,NA,NA,NA,mcg,mcg,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC14,clenbuterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC15,reproterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC16,procaterol,NA,60,NA,NA,NA,NA,NA,NA,NA,mcg,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC17,bitolterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC18,indacaterol,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,"It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs are mainly based on the treatment of asthma.The DDDs for formoterol and salmeterol inhalation powders are based on metered dose, even though products containing these substances could be declared as delivered dose.The DDD for indacaterol is based on the treatment of COPD (Chronic Obstructive Pulmonary Disease).",R03AC19,olodaterol,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,mcg,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AH,Combinations of adrenergics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs for combination products are based on the maintenance treatment of severe asthma or COPD (Chronic Obstructive Pulmonary Disease).  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.  See list of DDDs for combination products; www.whocc.no.",R03AK01,epinephrine and other drugs for obstructive airway diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs for combination products are based on the maintenance treatment of severe asthma or COPD (Chronic Obstructive Pulmonary Disease).  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.  See list of DDDs for combination products; www.whocc.no.",R03AK02,isoprenaline and other drugs for obstructive airway diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs for combination products are based on the maintenance treatment of severe asthma or COPD (Chronic Obstructive Pulmonary Disease).  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.  See list of DDDs for combination products; www.whocc.no.",R03AK04,salbutamol and sodium cromoglicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","It is complicated to decide DDDs for the different dosage forms and even the different inhalation devices of the same dosage form. It has been shown that certain inhalation devices give a better deposition of the active ingredient in the lungs.  This gives a better clinical effect, and therefore the active ingredients can be used in lower dosages.  It has been decided not to take this aspect into consideration when assigning DDDs in this group, since the picture is very complex and satisfactory comparative documentation is not always available.  Accordingly, only one DDD is assigned for one dosage form of a substance (e.g. powder inhalation).For some substances, the labelling of the strength of identical inhalation products may differ between countries.  In some countries, metered dose (measured as the amount of substance released from the inhaler with the mouthpiece removed) is used while in other countries delivered dose (measured as the amount of substance released from the inhaler with the mouthpiece in place) is used in the labelling.  Delivered dose will usually be lower than metered dose.  This is important to take into considerations when linking DDD information to the products in the different countries.The DDDs for inhalation aerosol and inhalation powder of the same substance are in most cases given the same DDD value.  The DDDs for inhalation solutions are, however, different from these and much higher, partly because less amount of the active ingredient will reach the target organ, and partly because this dosage form often is used in more severe asthma. The DDDs for combination products are based on the maintenance treatment of severe asthma or COPD (Chronic Obstructive Pulmonary Disease).  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.  See list of DDDs for combination products; www.whocc.no.",R03AK05,reproterol and sodium cromoglicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
