atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_lamella,DDD_O,DDD_ointment,DDD_P,unit_lamella,unit_O,unit_ointment,unit_P
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CA08,methylprednisolone and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CA09,chloroprednisone and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CA10,fluocinolone acetonide and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CA11,clobetasone and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CA12,loteprednol and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CB01,dexamethasone,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CB02,prednisolone,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CB03,hydrocortisone,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CB04,betamethasone,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,DDDs have been assigned for antiglaucoma preparations only.,S01CB05,fluorometholone,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",DDDs have been assigned for antiglaucoma preparations only.,S01CC01,diclofenac and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",DDDs have been assigned for antiglaucoma preparations only.,S01CC02,indometacin and antiinfectives,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01EA01,epinephrine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01EA02,dipivefrine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01EA03,apraclonidine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01EA04,clonidine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01EA05,brimonidine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01EA51,"epinephrine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB01,pilocarpine,NA,0.285,NA,40,NA,NA,NA,mg,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB02,carbachol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB03,ecothiopate,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB04,demecarium,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB05,physostigmine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB06,neostigmine,NA,NA,NA,40,NA,NA,NA,mg,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB07,fluostigmine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB08,aceclidine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB09,acetylcholine,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB10,paraoxon,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB51,"pilocarpine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDD for pilocarpine lamellas has been obtained by dividing two lamellas by seven days (the recommended dose is 1 lamella/eye/week).",S01EB58,"aceclidine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDDs are based on the average recommended doses in the treatment of chronic glaucoma.",S01EC01,acetazolamide,NA,NA,0.75,NA,0.75,NA,g,NA,g
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDDs are based on the average recommended doses in the treatment of chronic glaucoma.",S01EC02,diclofenamide,NA,NA,0.1,NA,NA,NA,g,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDDs are based on the average recommended doses in the treatment of chronic glaucoma.",S01EC03,dorzolamide,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDDs are based on the average recommended doses in the treatment of chronic glaucoma.",S01EC04,brinzolamide,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDDs are based on the average recommended doses in the treatment of chronic glaucoma.",S01EC05,methazolamide,NA,NA,0.2,NA,NA,NA,g,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes. The DDDs are based on the average recommended doses in the treatment of chronic glaucoma.",S01EC54,"brinzolamide, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED01,timolol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED02,betaxolol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED03,levobunolol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED04,metipranolol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED05,carteolol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED06,befunolol,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED51,"timolol, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED52,"betaxolol, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,"DDDs have been assigned for antiglaucoma preparations only. The DDDs are based on single dose (or single package) and administration frequencies.  A single dose is defined as two eye drops (one in each eye) corresponding to 0.1 ml.  For eye drops administered once daily the DDD is 0.1 ml, for eye drops administered twice daily the DDD is 0.2 ml, etc. For single use packages one dose is the volume of one package.  This also applies for combinations.  In eye ointments one dose corresponds to about 10 mm (20 mg) per eye thus corresponding to 40 mg for both eyes.",S01ED54,"metipranolol, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA
