atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,DDD_R,unit_O,unit_P,unit_R
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX04,azapropazone,NA,0.75,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX05,glucosamine,Refers to glucosamine sulfate,1.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX07,benzydamine,NA,0.15,NA,0.15,g,NA,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX12,glucosaminoglycan polysulfate,NA,NA,50,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX13,proquazone,NA,0.9,NA,0.9,g,NA,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX14,orgotein,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX17,nimesulide,NA,0.2,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX18,feprazone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX21,diacerein,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX22,morniflumate,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX23,tenidap,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX24,oxaceprol,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX25,chondroitin sulfate,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX26,"avocado and soyabean oil, unsaponifiables",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX68,"feprazone, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,NA,M01BA01,phenylbutazone and corticosteroids,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,NA,M01BA02,dipyrocetyl and corticosteroids,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,NA,M01BA03,acetylsalicylic acid and corticosteroids,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CA,Quinolines,The DDDs are based on the treatment of rheumatoid arthritis.,M01CA03,oxycinchophen,NA,1.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,The DDDs are based on the treatment of rheumatoid arthritis.,M01CB01,sodium aurothiomalate,NA,NA,2.4,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,The DDDs are based on the treatment of rheumatoid arthritis.,M01CB02,sodium aurotiosulfate,NA,NA,14,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,The DDDs are based on the treatment of rheumatoid arthritis.,M01CB03,auranofin,NA,6,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,The DDDs are based on the treatment of rheumatoid arthritis.,M01CB04,aurothioglucose,NA,NA,2.4,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,The DDDs are based on the treatment of rheumatoid arthritis.,M01CB05,aurotioprol,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CC,Penicillamine and similar agents,The DDDs are based on the treatment of rheumatoid arthritis.,M01CC01,penicillamine,NA,0.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CC,Penicillamine and similar agents,The DDDs are based on the treatment of rheumatoid arthritis.,M01CC02,bucillamine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CX,Other specific antirheumatic agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA01,phenylbutazone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA02,mofebutazone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA03,clofezone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA04,oxyphenbutazone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA05,benzydamine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA06,etofenamate,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA07,piroxicam,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA08,felbinac,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA09,bufexamac,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA10,ketoprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA11,bendazac,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA12,naproxen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA13,ibuprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA14,fentiazac,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA15,diclofenac,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA16,feprazone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA17,niflumic acid,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA18,meclofenamic acid,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA19,flurbiprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA21,tolmetin,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA22,suxibuzone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA23,indometacin,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA24,nifenazone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA25,aceclofenac,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA26,nimesulide,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA27,dexketoprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA28,piketoprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA29,esflurbiprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",No DDDs have been assigned in this group.,M02AA31,loxoprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AB,Capsaicin and similar agents,No DDDs have been assigned in this group.,M02AB01,capsaicin,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AB,Capsaicin and similar agents,No DDDs have been assigned in this group.,M02AB02,zucapsaicin,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AC,Preparations with salicylic acid derivatives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AX,Other topical products for joint and muscular pain,No DDDs have been assigned in this group.,M02AX02,tolazoline,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AX,Other topical products for joint and muscular pain,No DDDs have been assigned in this group.,M02AX03,dimethyl sulfoxide,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AX,Other topical products for joint and muscular pain,No DDDs have been assigned in this group.,M02AX05,idrocilamide,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AX,Other topical products for joint and muscular pain,No DDDs have been assigned in this group.,M02AX06,tolperisone,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AX,Other topical products for joint and muscular pain,No DDDs have been assigned in this group.,M02AX10,various,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AA,Curare alkaloids,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AA01,alcuronium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AA,Curare alkaloids,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AA02,tubocurarine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AA,Curare alkaloids,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AA04,dimethyltubocurarine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AB,Choline derivatives,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AB01,suxamethonium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC01,pancuronium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC02,gallamine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC03,vecuronium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC04,atracurium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC05,hexafluronium,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,"As for other drugs used in general anesthesia (see N01A), no DDDs have been established in this group because the doses used vary substantially.",M03AC06,pipecuronium bromide,NA,NA,NA,NA,NA,NA,NA
