atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,note,unit_O,unit_P,unit_R,unit_SL,unit_TD
A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),The DDD for alginic acid in combination with antacids (A02BX13) is given in a fixed doses (10 tablets = 10 UD; 50 ml mixture = 10 UD).,A02BX77,"gefarnate, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02X,OTHER DRUGS FOR ACID RELATED DISORDERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA01,oxyphencyclimine,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA03,camylofin,0.2,NA,0.2,NA,NA,NA,g,NA,g,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA04,mebeverine,0.3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA05,trimebutine,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA06,rociverine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA07,dicycloverine,80,80,NA,NA,NA,NA,mg,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA08,dihexyverine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA09,difemerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AA30,piperidolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB01,benzilone,70,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB02,glycopyrronium bromide,3,0.3,3,NA,NA,NA,mg,mg,mg,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB03,oxyphenonium,25,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB04,penthienate,15,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB05,propantheline,60,60,NA,NA,NA,NA,mg,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB06,otilonium bromide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB07,methantheline,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB08,tridihexethyl,0.125,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB09,isopropamide,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB10,hexocyclium,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB11,poldine,12,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB12,mepenzolate,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB13,bevonium,0.2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB14,pipenzolate,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB15,diphemanil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,0.3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB17,tiemonium iodide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB18,prifinium bromide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB19,timepidium bromide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB21,fenpiverinium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose. The parenteral DDD for glycopyrronium bromide is based on the use as premedication for anesthetic procedures.",A03AB53,"oxyphenonium, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,"Synthetic antispasmodics, amides with tertiary amines","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AC02,dimethylaminopropionylphenothiazine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,"Synthetic antispasmodics, amides with tertiary amines","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AC04,nicofetamide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,"Synthetic antispasmodics, amides with tertiary amines","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AC05,tiropramide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AD01,papaverine,0.1,0.1,NA,NA,NA,NA,g,g,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AD02,drotaverine,0.1,0.1,NA,NA,NA,NA,g,g,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AD30,moxaverine,50,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AE01,alosetron,1,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AE03,cilansetron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX01,fenpiprane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX02,diisopromine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX03,chlorbenzoxamine,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX04,pinaverium,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX05,fenoverine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX06,idanpramine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX07,proxazole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX08,alverine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX09,trepibutone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX10,isometheptene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX11,caroverine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX12,phloroglucinol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX13,silicones,0.5,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX14,valethamate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX15,menthae piperitae aetheroleum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX30,trimethyldiphenylpropylamine,50,50,NA,NA,NA,NA,mg,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,"The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03AX58,"alverine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BA,"Belladonna alkaloids, tertiary amines","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03BA01,atropine,1.5,1.5,NA,NA,NA,NA,mg,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BA,"Belladonna alkaloids, tertiary amines","The DDD for the substances is usually equal for different routes of administration (oral, parenteral or rectal) of the same compound and is based on the oral dose.",A03BA03,hyoscyamine,1.2,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
