atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_inhalepowder,DDD_inhalesolution,DDD_O,DDD_P,DDD_R,unit_inhalepowder,unit_inhalesolution,unit_O,unit_P,unit_R
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD16,cefditoren,NA,NA,NA,0.4,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD17,cefcapene,NA,NA,NA,0.45,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD18,cefteram,NA,NA,NA,0.4,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD51,cefotaxime and beta-lactamase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD52,ceftazidime and beta-lactamase inhibitor,Refers to ceftazidime,NA,NA,NA,6,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD54,"ceftriaxone, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD58,cefixime and beta-lactamase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD62,cefoperazone and beta-lactamase inhibitor,Refers to cefoperazone,NA,NA,NA,4,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD63,ceftriaxone and beta-lactamase inhibitor,Refers to ceftriaxone,NA,NA,NA,2,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DD64,cefpodoxime and beta-lactamase inhibitor,Refers to cefpodoxime,NA,NA,0.4,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DE,Fourth-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DE01,cefepime,NA,NA,NA,NA,4,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DE,Fourth-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DE02,cefpirome,NA,NA,NA,NA,4,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DE,Fourth-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DE03,cefozopran,NA,NA,NA,NA,4,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DE,Fourth-generation cephalosporins,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DE51,cefepime and beta-lactamase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DF,Monobactams,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DF01,aztreonam,NA,NA,0.225,NA,4,NA,NA,g,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DF,Monobactams,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DF02,carumonam,NA,NA,NA,NA,2,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH02,meropenem,NA,NA,NA,NA,3,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH03,ertapenem,NA,NA,NA,NA,1,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH04,doripenem,NA,NA,NA,NA,1.5,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH05,biapenem,NA,NA,NA,NA,1.2,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH06,tebipenem pivoxil,NA,NA,NA,0.56,NA,NA,NA,NA,g,NA,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH51,imipenem and cilastatin,Refers to imipenem,NA,NA,NA,2,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH52,meropenem and vaborbactam,Refers to meropenem,NA,NA,NA,3,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH55,panipenem and betamipron,Refers to panipenem,NA,NA,NA,2,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DH,Carbapenems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections. The DDD for meropenem is based on treatment of severe infections.",J01DH56,"imipenem, cilastatin and relebactam",Refers to imipenem,NA,NA,NA,2,NA,NA,NA,NA,g,NA
J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DI,Other cephalosporins and penems,"The DDDs for the antiinfectives are as a main rule based on the use in infections of moderate severity.  However, some antiinfectives are only used in severe infections and their DDDs are assigned accordingly.  The DDDs assigned are based on daily treatment.  The duration of the treatment periods is not taken into consideration.  For antiinfectives given in a high initially starting dose followed by a lower daily ""maintenance"" dose, the DDDs are based on the ""maintenance"" dose if the total duration of the treat-ment course is more than one week.  If, however, the treatment course is 7 days or less, the DDDs are assigned according to the average daily dose i.e. the total course dose divided by the number of treatment days (e.g azithromycin). The cephalosporins are used in highly variable dosages for different indications, which should be reflected in the assigned DDDs.  The indications for use of the cephalosporins (i.e. the severity of the infections) vary rather extensively from one country to another.  The assigned DDDs are placed in the upper area of the dose range for moderate to severe infections.",J01DI01,ceftobiprole medocaril,NA,NA,NA,NA,1.5,NA,NA,NA,NA,g,NA
