atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_N,DDD_O,DDD_P,DDD_R,DDD_sc_implant,DDD_SL,DDD_TD,DDD_urethral,DDD_V,unit_N,unit_O,unit_P,unit_R,unit_sc_implant,unit_SL,unit_TD,unit_urethral,unit_V
G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,G01BC,Quinoline derivatives and corticosteroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,G01BD,Antiseptics and corticosteroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,G01BE,Sulfonamides and corticosteroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,G01BF,Imidazole derivatives and corticosteroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AB,Ergot alkaloids,The DDDs are based on use in delivery.,G02AB01,methylergometrine,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AB,Ergot alkaloids,The DDDs are based on use in delivery.,G02AB02,ergot alkaloids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AB,Ergot alkaloids,The DDDs are based on use in delivery.,G02AB03,ergometrine,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",NA,G02AC01,methylergometrine and oxytocin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD01,dinoprost,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD02,dinoprostone,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,mg,NA,NA,NA,NA,NA,NA,mg
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD03,gemeprost,Single dose treatment,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,mg
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD04,carboprost,Single dose treatment,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD05,sulprostone,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD06,misoprostol,"vaginal insert, refers to the content of one vaginal insert",NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,mg
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,NA,G02AD06,misoprostol,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AX,Other uterotonics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02B,CONTRACEPTIVES FOR TOPICAL USE,G02BA,Intrauterine contraceptives,NA,G02BA01,plastic IUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02B,CONTRACEPTIVES FOR TOPICAL USE,G02BA,Intrauterine contraceptives,NA,G02BA02,plastic IUD with copper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02B,CONTRACEPTIVES FOR TOPICAL USE,G02BA,Intrauterine contraceptives,NA,G02BA03,plastic IUD with progestogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02B,CONTRACEPTIVES FOR TOPICAL USE,G02BB,Intravaginal contraceptives,The DDDs for combined devices containing estrogen and progestogen are based on use in menstrual cycles of 28 days.  Thus the DDD is 0.0357 UD (1 UD = 1 device).,G02BB01,vaginal ring with progestogen and estrogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02B,CONTRACEPTIVES FOR TOPICAL USE,G02BB,Intravaginal contraceptives,The DDDs for combined devices containing estrogen and progestogen are based on use in menstrual cycles of 28 days.  Thus the DDD is 0.0357 UD (1 UD = 1 device).,G02BB02,vaginal ring with progestogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CA,"Sympathomimetics, labour repressants",The DDDs are based on use as labour repressants.,G02CA01,ritodrine,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CA,"Sympathomimetics, labour repressants",The DDDs are based on use as labour repressants.,G02CA02,buphenine,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CA,"Sympathomimetics, labour repressants",The DDDs are based on use as labour repressants.,G02CA03,fenoterol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,"The DDDs are based on use as lactation inhibitors.  The DDD for parenteral depot formulations of bromocriptine is equal to the DDD for oral administration, based on the assumption that the single dose parenteral treatment equals 14 days of oral treatment.",G02CB01,bromocriptine,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,"The DDDs are based on use as lactation inhibitors.  The DDD for parenteral depot formulations of bromocriptine is equal to the DDD for oral administration, based on the assumption that the single dose parenteral treatment equals 14 days of oral treatment.",G02CB02,lisuride,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,"The DDDs are based on use as lactation inhibitors.  The DDD for parenteral depot formulations of bromocriptine is equal to the DDD for oral administration, based on the assumption that the single dose parenteral treatment equals 14 days of oral treatment.",G02CB03,cabergoline,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,"The DDDs are based on use as lactation inhibitors.  The DDD for parenteral depot formulations of bromocriptine is equal to the DDD for oral administration, based on the assumption that the single dose parenteral treatment equals 14 days of oral treatment.",G02CB04,quinagolide,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,mcg,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,"The DDDs are based on use as lactation inhibitors.  The DDD for parenteral depot formulations of bromocriptine is equal to the DDD for oral administration, based on the assumption that the single dose parenteral treatment equals 14 days of oral treatment.",G02CB05,metergoline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CB,Prolactine inhibitors,"The DDDs are based on use as lactation inhibitors.  The DDD for parenteral depot formulations of bromocriptine is equal to the DDD for oral administration, based on the assumption that the single dose parenteral treatment equals 14 days of oral treatment.",G02CB06,terguride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CC,Antiinflammatory products for vaginal administration,NA,G02CC01,ibuprofen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CC,Antiinflammatory products for vaginal administration,NA,G02CC02,naproxen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CC,Antiinflammatory products for vaginal administration,NA,G02CC03,benzydamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CC,Antiinflammatory products for vaginal administration,NA,G02CC04,flunoxaprofen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,NA,G02CX01,atosiban,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,NA,G02CX02,flibanserin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,NA,G02CX03,Agni casti fructus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,NA,G02CX04,Cimicifugae rhizoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,NA,G02CX05,bremelanotide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,NA,G02CX06,fezolinetant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA01,etynodiol and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA02,quingestanol and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA03,lynestrenol and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA04,megestrol and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA05,norethisterone and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA06,norgestrel and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA07,levonorgestrel and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA08,medroxyprogesterone and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA09,desogestrel and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA10,gestodene and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA11,norgestimate and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA12,drospirenone and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA13,norelgestromin and ethinylestradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations","The DDDs of many of the hormone preparations may vary considerably with the route of administration due to substantial differences in bioavailability.  The DDDs of depot preparations are calculated as the dose divided by the dosing interval. The DDDs are based on use as contraceptives.The DDDs of combined preparations of estrogen and progestogen and plain progestogen products are based on use in menstrual cycles of 28 days.  Thus, the DDD is 0.75 and 1 UD for 21 and 28 tablets cycle package, respectively. The same principle is used for transdermal patches.For the 24 tablets cycle packages the DDD is based on continuous use for 120 days and a 4-days tablet free interval. Thus, the DDD is 0.967 UD.The DDDs for preparations only used in postcoital contraception are based on the course dose.",G03AA14,nomegestrol and estradiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
