atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_chewing_gum,DDD_implant,DDD_inhale,DDD_inhaleaerosol,DDD_inhalepowder,DDD_N,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_chewing_gum,unit_implant,unit_inhale,unit_inhaleaerosol,unit_inhalepowder,unit_N,unit_O,unit_P,unit_R,unit_SL,unit_TD
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDDs are based on the treatment of pain and not on use in rheumatic diseases.DDDs for combined preparations, see N02B.",N02BA77,"ethenzamide, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDDs are based on the treatment of pain and not on use in rheumatic diseases.DDDs for combined preparations, see N02B.",N02BA79,"dipyrocetyl, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB01,phenazone,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB02,metamizole sodium,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,g,g,g,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB03,aminophenazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB04,propyphenazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB05,nifenazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB51,"phenazone, combinations excl. psycholeptics",Refers to phenazone,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB52,"metamizole sodium, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB53,"aminophenazone, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB54,"propyphenazone, combinations excl. psycholeptics",Refers to propyphenazone,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB71,"phenazone, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB72,"metamizole sodium, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB73,"aminophenazone, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BB74,"propyphenazone, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE01,paracetamol,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,g,g,g,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE03,phenacetin,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE04,bucetin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE05,propacetamol,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE51,"paracetamol, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE53,"phenacetin, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE54,"bucetin, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE71,"paracetamol, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE73,"phenacetin, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BE74,"bucetin, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BF,Gabapentinoids,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BF01,gabapentin,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BF,Gabapentinoids,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BF02,pregabalin,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BF,Gabapentinoids,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no.",N02BF03,mirogabalin,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG02,rimazolium,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG03,glafenine,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG04,floctafenine,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG05,viminol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG06,nefopam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG07,flupirtine,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG08,ziconotide,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mcg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG09,methoxyflurane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG10,cannabinoids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,"The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD expressed in UD, should normally not exceed the approved dose recommendations for any of the components. See list of DDDs for combinations products, www.whocc.no. The DDD for ziconotide is based on intrathecal administration.DDDs established for products classified in N02BG10 - cannabinoids are available on the list of DDDs for combinations on the website www.whocc.no.",N02BG12,tanezumab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA01,dihydroergotamine,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA02,ergotamine,NA,NA,NA,NA,4,NA,NA,4,4,4,4,NA,NA,NA,NA,mg,NA,NA,mg,mg,mg,mg,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA04,methysergide,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA07,lisuride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA51,"dihydroergotamine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA52,"ergotamine, combinations excl. psycholeptics",Refers to ergotamine,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CA,Ergot alkaloids,"The DDD for ergotamine is based on the treatment of acute migraine attacks, whereas the DDDs for dihydroergotamine and methysergide are based on prophylaxis.The DDD for dihydroergotamine nasal spray is based on the treatment of acute migraine attacks.",N02CA72,"ergotamine, combinations with psycholeptics",Refers to ergotamine,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CB,Corticosteroid derivatives,The DDDs for corticosteroid derivatives are based on prophylaxis of migraine.,N02CB01,flumedroxone,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,The DDDs for the selective serotonin (5HT1) agonists are based on the recommended initial dose in acute attacks of migraine.,N02CC01,sumatriptan,NA,NA,NA,NA,NA,NA,20,50,6,25,NA,NA,NA,NA,NA,NA,NA,mg,mg,mg,mg,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,The DDDs for the selective serotonin (5HT1) agonists are based on the recommended initial dose in acute attacks of migraine.,N02CC02,naratriptan,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,The DDDs for the selective serotonin (5HT1) agonists are based on the recommended initial dose in acute attacks of migraine.,N02CC03,zolmitriptan,NA,NA,NA,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,The DDDs for the selective serotonin (5HT1) agonists are based on the recommended initial dose in acute attacks of migraine.,N02CC04,rizatriptan,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,The DDDs for the selective serotonin (5HT1) agonists are based on the recommended initial dose in acute attacks of migraine.,N02CC05,almotriptan,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
