atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,DDD_R,unit_O,unit_P,unit_R
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CD,Arsenic compounds,The DDDs are based on the treatment of trypanosomiasis.,P01CD01,melarsoprol,NA,NA,60,NA,NA,mg,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CD,Arsenic compounds,The DDDs are based on the treatment of trypanosomiasis.,P01CD02,acetarsol,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CX,Other agents against leishmaniasis and trypanosomiasis,The DDD for pentamidine isethionate is based on amount given per injection.  The DDD for suramin sodium is based on the average daily dose for the treatment period.,P01CX01,pentamidine isethionate,per injection,NA,0.28,NA,NA,g,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CX,Other agents against leishmaniasis and trypanosomiasis,The DDD for pentamidine isethionate is based on amount given per injection.  The DDD for suramin sodium is based on the average daily dose for the treatment period.,P01CX02,suramin sodium,NA,NA,0.27,NA,NA,g,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CX,Other agents against leishmaniasis and trypanosomiasis,The DDD for pentamidine isethionate is based on amount given per injection.  The DDD for suramin sodium is based on the average daily dose for the treatment period.,P01CX03,eflornithine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CX,Other agents against leishmaniasis and trypanosomiasis,The DDD for pentamidine isethionate is based on amount given per injection.  The DDD for suramin sodium is based on the average daily dose for the treatment period.,P01CX04,miltefosine,NA,0.15,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BA,Quinoline derivatives and related substances,The DDDs are based on the treatment of schistosomiasis.,P02BA01,praziquantel,NA,3,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BA,Quinoline derivatives and related substances,The DDDs are based on the treatment of schistosomiasis.,P02BA02,oxamniquine,NA,1,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BA,Quinoline derivatives and related substances,The DDDs are based on the treatment of schistosomiasis.,P02BA03,arpraziquantel,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BB,Organophosphorous compounds,The DDDs are based on the treatment of schistosomiasis. Metrifonate is administered every second week.  The DDD is the dose divided by the dosing interval.,P02BB01,metrifonate,NA,40,NA,NA,mg,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BX,Other antitrematodal agents,The DDDs are based on the treatment of schistosomiasis.,P02BX01,bithionol,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BX,Other antitrematodal agents,The DDDs are based on the treatment of schistosomiasis.,P02BX02,niridazole,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BX,Other antitrematodal agents,The DDDs are based on the treatment of schistosomiasis.,P02BX03,stibophen,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BX,Other antitrematodal agents,The DDDs are based on the treatment of schistosomiasis.,P02BX04,triclabendazole,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA01,mebendazole,NA,0.2,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA02,tiabendazole,NA,3,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA03,albendazole,NA,0.4,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA04,ciclobendazole,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA05,flubendazole,NA,0.2,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA06,fenbendazole,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,Benzimidazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CA51,"mebendazole, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CB,Piperazine and derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections. The DDD for diethylcarbamazine is based on the treatment of lymphatic filiariasis.,P02CB01,piperazine,as hydrate,3.5,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CB,Piperazine and derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections. The DDD for diethylcarbamazine is based on the treatment of lymphatic filiariasis.,P02CB02,diethylcarbamazine,NA,0.4,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CC,Tetrahydropyrimidine derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CC01,pyrantel,NA,0.75,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CC,Tetrahydropyrimidine derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CC02,oxantel,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CE,Imidazothiazole derivatives,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CE01,levamisole,NA,0.15,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CF,Avermectines,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CF01,ivermectin,NA,12,NA,NA,mg,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CX,Other antinematodals,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CX01,pyrvinium,NA,0.35,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CX,Other antinematodals,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CX02,bephenium,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CX,Other antinematodals,The DDDs are based on the treatment of different nematode infections e.g. ascariasis (roundworm) and hookworm infections.,P02CX03,moxidectin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02D,ANTICESTODALS,P02DA,Salicylic acid derivatives,The DDDs are based on the treatment of cestode (tapeworm) infections.,P02DA01,niclosamide,NA,2,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02D,ANTICESTODALS,P02DX,Other anticestodals,The DDDs are based on the treatment of cestode (tapeworm) infections.,P02DX01,desaspidin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02D,ANTICESTODALS,P02DX,Other anticestodals,The DDDs are based on the treatment of cestode (tapeworm) infections.,P02DX02,dichlorophen,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AA01,dixanthogen,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AA02,potassium polysulfide,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AA03,mesulfen,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AA04,disulfiram,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AA05,thiram,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AA54,"disulfiram, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AB01,clofenotane,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AB02,lindane,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing products,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AB51,"clofenotane, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC01,pyrethrum,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC02,bioallethrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC03,phenothrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC04,permethrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC51,"pyrethrum, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC52,"bioallethrin, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC53,"phenothrin, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AC,"Pyrethrines, incl. synthetic compounds",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AC54,"permethrin, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX01,benzyl benzoate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX02,copper oleinate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX03,malathion,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX04,quassia,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX05,dimeticone,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX06,benzyl alcohol,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides",No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03AX07,abametapir,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BA,Pyrethrines,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BA01,cyfluthrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BA,Pyrethrines,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BA02,cypermethrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BA,Pyrethrines,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BA03,decamethrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BA,Pyrethrines,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BA04,tetramethrin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BX,Other insecticides and repellents,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BX01,diethyltoluamide,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BX,Other insecticides and repellents,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BX02,dimethylphthalate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BX,Other insecticides and repellents,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BX03,dibutylphthalate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BX,Other insecticides and repellents,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BX04,dibutylsuccinate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BX,Other insecticides and repellents,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BX05,dimethylcarbate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BX,Other insecticides and repellents,No DDDs are assigned in this group.  Substances classified in this group are for topical use and the consumption figures for these preparations could be expressed in e.g. grams of preparations regardless of strength.,P03BX06,etohexadiol,NA,NA,NA,NA,NA,NA,NA
