atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_inhalesolution,DDD_N,DDD_O,DDD_P,unit_inhalesolution,unit_N,unit_O,unit_P
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,"The DDDs are based on prophylaxis of thrombosis.  The DDDs of acetylsalicylic acid and carbasalate calcium are given as 1 tablet independent of tablet strength.  This is due to the great variations between different countries in the dosages/strengths recommended for prophylaxis of thrombosis.The DDD of iloprost is based on treatment of peripheral vascular disease.The DDD of vorapaxar is based on the content of one tablet (2.08 mg).The DDD of selexipag is based on treatment of pulmonary arterial hypertension.For combinations products, see list of DDDs for combinations, www.whocc.no.",B01AC28,limaprost,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,"The DDDs are based on prophylaxis of thrombosis.  The DDDs of acetylsalicylic acid and carbasalate calcium are given as 1 tablet independent of tablet strength.  This is due to the great variations between different countries in the dosages/strengths recommended for prophylaxis of thrombosis.The DDD of iloprost is based on treatment of peripheral vascular disease.The DDD of vorapaxar is based on the content of one tablet (2.08 mg).The DDD of selexipag is based on treatment of pulmonary arterial hypertension.For combinations products, see list of DDDs for combinations, www.whocc.no.",B01AC30,combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,"The DDDs are based on prophylaxis of thrombosis.  The DDDs of acetylsalicylic acid and carbasalate calcium are given as 1 tablet independent of tablet strength.  This is due to the great variations between different countries in the dosages/strengths recommended for prophylaxis of thrombosis.The DDD of iloprost is based on treatment of peripheral vascular disease.The DDD of vorapaxar is based on the content of one tablet (2.08 mg).The DDD of selexipag is based on treatment of pulmonary arterial hypertension.For combinations products, see list of DDDs for combinations, www.whocc.no.",B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD01,streptokinase,NA,NA,NA,NA,1.5,NA,NA,NA,MU
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD02,alteplase,NA,NA,NA,NA,0.1,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD03,anistreplase,NA,NA,NA,NA,30,NA,NA,NA,U
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD04,urokinase,NA,NA,NA,NA,3,NA,NA,NA,MU
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD05,fibrinolysin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD06,brinase,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD07,reteplase,NA,NA,NA,NA,20,NA,NA,NA,U
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD08,saruplase,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD09,ancrod,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD10,drotrecogin alfa (activated),NA,NA,NA,NA,40,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD11,tenecteplase,NA,NA,NA,NA,40,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD12,protein C,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,"The DDDs of streptokinase, alteplase, anistreplase and reteplase are based on thrombolytic treatment in connection with acute myocardial infarction.  The DDD of urokinase is based on treatment of acute lung emboli.  The DDDs are either expressed in international units or gram.",B01AD13,apadamtase alfa and cinaxadamtase alfa,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE01,desirudin,NA,NA,NA,NA,30,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE02,lepirudin,NA,NA,NA,NA,0.25,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE03,argatroban,NA,NA,NA,NA,0.2,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE04,melagatran,NA,NA,NA,NA,6,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE05,ximelagatran,NA,NA,NA,48,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE06,bivalirudin,NA,NA,NA,NA,0.25,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,The DDD for dabigatran etexilate is based on  treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AE07,dabigatran etexilate,NA,NA,NA,0.3,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,The DDDs are based on the treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AF01,rivaroxaban,NA,NA,NA,20,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,The DDDs are based on the treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AF02,apixaban,NA,NA,NA,10,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,The DDDs are based on the treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AF03,edoxaban,NA,NA,NA,60,NA,NA,NA,mg,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,The DDDs are based on the treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AF04,betrixaban,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,The DDDs are based on the treatment of patients with NVAF (nonvalvular atrial fibrillation).,B01AF51,rivaroxaban and acetylsalicylic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AX,Other antithrombotic agents,The DDD for caplacizumab is 10 mg (P) based on the European labelling and equivalent to 11 mg in the USA labelling.,B01AX01,defibrotide,NA,NA,NA,NA,1.75,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AX,Other antithrombotic agents,The DDD for caplacizumab is 10 mg (P) based on the European labelling and equivalent to 11 mg in the USA labelling.,B01AX04,dermatan sulfate,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AX,Other antithrombotic agents,The DDD for caplacizumab is 10 mg (P) based on the European labelling and equivalent to 11 mg in the USA labelling.,B01AX05,fondaparinux,NA,NA,NA,NA,2.5,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AX,Other antithrombotic agents,The DDD for caplacizumab is 10 mg (P) based on the European labelling and equivalent to 11 mg in the USA labelling.,B01AX07,caplacizumab,NA,NA,NA,NA,10,NA,NA,NA,mg
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AA01,aminocaproic acid,NA,NA,NA,16,16,NA,NA,g,g
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AA02,tranexamic acid,NA,NA,NA,2,2,NA,NA,g,g
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AA03,aminomethylbenzoic acid,NA,NA,NA,0.25,NA,NA,NA,g,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AB,Proteinase inhibitors,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AB01,aprotinin,NA,NA,NA,NA,500,NA,NA,NA,TU
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AB,Proteinase inhibitors,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AB02,alfa1 antitrypsin,NA,NA,NA,NA,0.6,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AB,Proteinase inhibitors,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AB04,camostat,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AB,Proteinase inhibitors,The DDDs are based on treatment of hemorrhage associated with fibrinolysis.,B02AB05,ulinastatin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BA,Vitamin K,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.).",B02BA01,phytomenadione,NA,NA,NA,20,20,NA,NA,mg,mg
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BA,Vitamin K,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.).",B02BA02,menadione,NA,NA,NA,10,2,NA,NA,mg,mg
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BB,Fibrinogen,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.).",B02BB01,"fibrinogen, human",NA,NA,NA,NA,5,NA,NA,NA,g
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC01,absorbable gelatin sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC02,oxidized cellulose,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC03,tetragalacturonic acid hydroxymethylester,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC05,adrenalone,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC06,thrombin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC07,collagen,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC08,calcium alginate,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC09,epinephrine,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for local hemostatics classified in this group.",B02BC30,combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD01,"coagulation factor IX, II, VII and X in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD02,coagulation factor VIII,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD03,factor VIII inhibitor bypassing activity,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD04,coagulation factor IX,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD05,coagulation factor VII,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD06,von Willebrand factor and coagulation factor VIII in combination,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD07,coagulation factor XIII,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD08,coagulation factor VIIa,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD10,von Willebrand factor,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD11,catridecacog,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD13,coagulation factor X,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD14,susoctocog alfa,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD15,valoctocogene roxaparvovec,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD16,etranacogene dezaparvovec,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). No DDDs are established for blood coagulation factors. The use of blood coagulation factors could be measured in blood factor units (IU).",B02BD30,thrombin,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics,"The DDDs are based on treatment of hemorrhage associated with different deficiency states (e.g. vitamin K deficiency, deficiency of different blood coagulation factors etc.). The DDD for avatrombopag is based on the starting dose in the treatment of chronic immune thrombocytopenia.",B02BX01,etamsylate,NA,NA,NA,NA,NA,NA,NA,NA,NA
